time,latitude,longitude,depth,mag,magType,id,place,locationSource,Year,date,Month,Energy,country,continent,depth_type
2012-06-20T23:20:56.030Z,-8.7,156.998,2.302585093,1.7,mwc,usp000jn0q,Solomon Islands,us,2012,6/20/2012,June,221.4064162,Solomon Islands,Oceania,shallow
2012-06-21T11:40:34.810Z,2.7,128.278,4.751864565,1.6,mb,usp000jn1h,"Halmahera, Indonesia",us,2012,6/21/2012,June,148.4131591,Indonesia,Asia,intermediate
2012-06-21T20:32:46.580Z,39.38,143.364,2.302585093,1.6,mwb,usp000jn1y,"off the east coast of Honshu, Japan",us,2012,6/21/2012,June,181.2722419,Japan,Asia,shallow
2012-06-21T22:34:37.280Z,-17.963,-178.186,6.296740928,1.7,mwb,usp000jn25,Fiji region,us,2012,6/21/2012,June,244.6919323,Fiji region,Oceania,deep
2012-06-21T23:52:53.270Z,-32.829,-178.622,2.63188884,1.6,mb,usp000jn27,south of the Kermadec Islands,us,2012,6/21/2012,June,181.2722419,south of the Kermadec Islands,Ocean,shallow
2012-06-22T02:20:06.630Z,-32.935,-178.65,2.610069793,1.7,mwb,usp000jn2m,south of the Kermadec Islands,us,2012,6/22/2012,June,244.6919323,south of the Kermadec Islands,Ocean,shallow
2012-06-22T04:31:17.300Z,-54.36,158.79,2.63905733,1.7,mww,usp000jn2y,Macquarie Island region,us,2012,6/22/2012,June,298.867401,Macquarie Island region,Ocean,shallow
2012-06-22T05:02:06.780Z,-32.979,-178.33,1.987874348,1.6,mb,usp000jn31,south of the Kermadec Islands,us,2012,6/22/2012,June,164.0219073,south of the Kermadec Islands,Ocean,shallow
2012-06-22T07:58:43.420Z,39.369,143.492,3.261935314,1.6,mb,usp000jn37,"off the east coast of Honshu, Japan",us,2012,6/22/2012,June,148.4131591,Japan,Asia,shallow
2012-06-23T04:34:53.180Z,3.009,97.896,4.553876892,1.8,mww,usp000jn41,"northern Sumatra, Indonesia",us,2012,6/23/2012,June,445.8577701,Indonesia,Asia,intermediate
2012-06-23T07:43:45.270Z,51.242,-177.666,3.549617387,1.6,mb,usp000jn4h,"Andreanof Islands, Aleutian Islands, Alaska",aeic,2012,6/23/2012,June,148.4131591,Alaska,Ocean,shallow
2012-06-23T21:27:29.600Z,2.628,90.509,2.803360381,1.7,mww,usp000jn5a,off the west coast of northern Sumatra,us,2012,6/23/2012,June,244.6919323,off the west coast of northern Sumatra,Ocean,shallow
2012-06-24T03:15:01.280Z,57.601,163.195,2.302585093,1.8,mww,usp000jn5s,"near the east coast of the Kamchatka Peninsula, Russia",us,2012,6/24/2012,June,403.4287935,Russia,Europe,shallow
2012-06-24T07:59:34.860Z,27.767,100.781,2.302585093,1.7,mww,usp000jn65,"Sichuan-Yunnan border region, China",us,2012,6/24/2012,June,244.6919323,China,Asia,shallow
2012-06-24T10:25:54.750Z,-22.445,-66.702,5.249127122,1.7,mb,usp000jn69,"Jujuy, Argentina",us,2012,6/24/2012,June,221.4064162,Argentina,Americas,intermediate
2012-06-24T19:28:04.110Z,-60.228,-27.611,4.718498871,1.6,mb,usp000jn6p,South Sandwich Islands region,us,2012,6/24/2012,June,164.0219073,South Sandwich Islands region,Ocean,intermediate
2012-06-25T03:09:04.310Z,-27.424,-177.878,5.186267863,1.6,mb,usp000jn70,Kermadec Islands region,us,2012,6/25/2012,June,148.4131591,Kermadec Islands region,Ocean,intermediate
2012-06-25T03:30:07.730Z,-32.627,-178.051,2.302585093,1.6,mb,usp000jn71,south of the Kermadec Islands,us,2012,6/25/2012,June,164.0219073,south of the Kermadec Islands,Ocean,shallow
2012-06-25T13:05:28.000Z,36.439,28.941,3.27336401,1.6,mw,usp000jn7f,"Dodecanese Islands, Greece",isk,2012,6/25/2012,June,148.4131591,Greece,Europe,shallow
2012-06-26T12:32:35.160Z,-21.926,-176.697,5.164785974,1.6,mb,usp000jn8m,Fiji region,us,2012,6/26/2012,June,148.4131591,Fiji region,Oceania,intermediate
2012-06-26T14:17:40.920Z,56.157,160.519,5.085124146,1.6,mb,usp000jn8q,"Kamchatka Peninsula, Russia",us,2012,6/26/2012,June,181.2722419,Russia,Europe,intermediate
2012-06-26T17:19:04.150Z,15.378,-92.049,5.12455904,1.7,mb,usp000jn91,Guatemala,us,2012,6/26/2012,June,221.4064162,Guatemala,Americas,intermediate
2012-06-27T06:30:59.860Z,13.834,-89.967,4.887337078,1.7,mww,usp000jn9s,El Salvador,us,2012,6/27/2012,June,298.867401,El Salvador,Americas,intermediate
2012-06-27T11:30:01.120Z,23.126,143.482,2.302585093,1.6,mb,usp000jna0,"Volcano Islands, Japan region",us,2012,6/27/2012,June,164.0219073,Japan region,Asia,shallow
2012-06-27T12:57:01.340Z,-8.304,119.938,4.11414719,1.6,mb,usp000jna6,"Flores region, Indonesia",us,2012,6/27/2012,June,181.2722419,Indonesia,Asia,shallow
2012-06-27T20:39:15.910Z,-15.222,-173.268,2.302585093,1.7,mwc,usp000jnam,Tonga,us,2012,6/27/2012,June,244.6919323,Tonga,Oceania,shallow
2012-06-27T20:48:54.690Z,-15.132,-173.408,2.302585093,1.6,mb,usp000jnan,Tonga,us,2012,6/27/2012,June,148.4131591,Tonga,Oceania,shallow
2012-06-27T21:20:56.670Z,-15.138,-173.341,2.302585093,1.6,mb,usp000jnas,Tonga,us,2012,6/27/2012,June,181.2722419,Tonga,Oceania,shallow
2012-06-28T05:51:53.560Z,37.165,140.934,4.355425953,1.6,mb,usp000jnb5,"eastern Honshu, Japan",us,2012,6/28/2012,June,181.2722419,Japan,Asia,intermediate
2012-06-28T15:51:58.600Z,-13.504,166.625,2.302585093,1.7,mwb,usp000jnbq,Vanuatu,us,2012,6/28/2012,June,200.33681,Vanuatu,Oceania,shallow
2012-06-29T13:00:26.080Z,14.939,-93.062,4.259859001,1.6,mb,usp000jncj,"offshore Chiapas, Mexico",us,2012,6/29/2012,June,181.2722419,Mexico,Americas,intermediate
2012-06-29T15:31:46.660Z,-24.747,-9.663,2.302585093,1.8,mww,usp000jncm,South Atlantic Ocean,us,2012,6/29/2012,June,330.2995599,South Atlantic Ocean,Ocean,shallow
2012-06-29T17:47:25.480Z,-4.937,152.342,4.204692619,1.6,mb,usp000jncq,"New Britain region, Papua New Guinea",us,2012,6/29/2012,June,148.4131591,Papua New Guinea,Oceania,shallow
2012-06-29T21:07:33.860Z,43.433,84.7,2.890371758,1.8,mww,usp000jncx,"northern Xinjiang, China",us,2012,6/29/2012,June,544.5719101,China,Asia,shallow
2012-06-30T00:09:09.800Z,28.134,143.386,3.713572067,1.6,mb,usp000jnd7,"Bonin Islands, Japan region",us,2012,6/30/2012,June,181.2722419,Japan region,Asia,shallow
2012-06-30T16:24:36.990Z,-22.088,170.992,4.522874943,1.7,mwc,usp000jne5,southeast of the Loyalty Islands,us,2012,6/30/2012,June,244.6919323,southeast of the Loyalty Islands,Ocean,intermediate
2012-07-01T02:49:46.000Z,31.841,51.02,1.887069649,1.6,mb,usp000jner,central Iran,teh,2012,7/1/2012,July,148.4131591,central Iran,Asia,shallow
2012-07-01T04:13:52.090Z,25.592,94.696,4.060443011,1.7,mwb,usp000jnev,Myanmar-India border region,us,2012,7/1/2012,July,270.4264074,Myanmar-India border region,Ocean,shallow
2012-07-01T22:01:25.900Z,34.481,59.927,3.33220451,1.6,mwb,usp000jnfq,northeastern Iran,teh,2012,7/1/2012,July,164.0219073,northeastern Iran,Asia,shallow
2012-07-01T23:39:08.770Z,-28.561,-70.878,3.555348061,1.7,mwb,usp000jnfw,"Atacama, Chile",us,2012,7/1/2012,July,221.4064162,Chile,Americas,shallow
2012-07-02T18:53:27.330Z,-33.385,-179.342,4.463606622,1.7,mb,usp000jngu,south of the Kermadec Islands,us,2012,7/2/2012,July,221.4064162,south of the Kermadec Islands,Ocean,intermediate
2012-07-02T23:31:37.910Z,-14.423,-75.598,3.681351188,1.7,mww,usp000jnh9,near the coast of central Peru,us,2012,7/2/2012,July,298.867401,near the coast of central Peru,Americas,shallow
2012-07-03T02:31:03.070Z,34.934,139.744,4.458987676,1.7,mb,usp000jnhj,"near the south coast of Honshu, Japan",us,2012,7/3/2012,July,200.33681,Japan,Asia,intermediate
2012-07-03T03:49:33.040Z,-10.82,163.331,4.521788577,1.7,mww,usp000jnhn,Solomon Islands,us,2012,7/3/2012,July,244.6919323,Solomon Islands,Oceania,intermediate
2012-07-03T10:36:15.520Z,-40.023,173.756,5.437209365,1.8,mww,usp000jnj4,"Cook Strait, New Zealand",wel,2012,7/3/2012,July,544.5719101,New Zealand,Oceania,intermediate
2012-07-03T13:47:03.190Z,-4.035,-76.15,4.748404354,1.6,mb,usp000jnja,northern Peru,us,2012,7/3/2012,July,164.0219073,northern Peru,Americas,intermediate
2012-07-04T14:36:34.500Z,-30.749,-178.169,3.660994251,1.6,mb,usp000jnm2,"Kermadec Islands, New Zealand",us,2012,7/4/2012,July,164.0219073,New Zealand,Oceania,shallow
2012-07-04T21:29:26.150Z,18.12,-62.983,4.545420182,1.6,mwr,usp000jnm9,"Saint Martin region, Leeward Islands",us,2012,7/4/2012,July,148.4131591,Leeward Islands,Ocean,intermediate
2012-07-05T08:14:19.290Z,5.126,126.554,4.12552018,1.7,mb,usp000jnn2,"Mindanao, Philippines",us,2012,7/5/2012,July,200.33681,Philippines,Asia,shallow
2012-07-05T09:46:21.390Z,32.284,141.64,3.363841595,1.6,mb,usp000jnn4,"Izu Islands, Japan region",us,2012,7/5/2012,July,148.4131591,Japan region,Asia,shallow
2012-07-06T02:28:22.190Z,-14.657,167.34,5.07579862,1.8,mww,usp000jnnv,Vanuatu,us,2012,7/6/2012,July,544.5719101,Vanuatu,Oceania,intermediate
2012-07-06T06:16:47.000Z,-42.646,-74.015,3.465735903,1.6,mb,usp000jnp2,"Isla Chiloe, Los Lagos, Chile",guc,2012,7/6/2012,July,148.4131591,Chile,Americas,shallow
2012-07-07T00:50:27.020Z,-39.068,175.807,4.508659286,1.7,mb,usp000jnpk,North Island of New Zealand,wel,2012,7/7/2012,July,200.33681,North Island of New Zealand,Oceania,intermediate
2012-07-07T00:56:29.730Z,45.465,151.232,3.772760938,1.6,mb,usp000jnpm,Kuril Islands,us,2012,7/7/2012,July,164.0219073,Kuril Islands,Ocean,shallow
2012-07-07T03:35:28.580Z,-4.651,153.296,3.555348061,1.7,mww,usp000jnpr,"New Ireland region, Papua New Guinea",us,2012,7/7/2012,July,298.867401,Papua New Guinea,Oceania,shallow
2012-07-07T08:11:37.020Z,-56.203,-27.414,4.611152258,1.7,mb,usp000jnq4,South Sandwich Islands region,us,2012,7/7/2012,July,221.4064162,South Sandwich Islands region,Ocean,intermediate
2012-07-07T14:26:03.850Z,-3.638,100.591,3.80666249,1.6,mb,usp000jnqg,"Kepulauan Mentawai region, Indonesia",us,2012,7/7/2012,July,148.4131591,Indonesia,Asia,shallow
2012-07-07T20:32:26.830Z,-59.52,-150.669,2.302585093,1.6,mb,usp000jnqt,Pacific-Antarctic Ridge,us,2012,7/7/2012,July,148.4131591,Pacific-Antarctic Ridge,Ocean,shallow
2012-07-07T20:32:38.230Z,18.243,-71.136,3.284663565,1.6,mb,usp000jnqu,Dominican Republic,us,2012,7/7/2012,July,164.0219073,Dominican Republic,Americas,shallow
2012-07-07T22:49:20.080Z,-17.083,66.882,2.302585093,1.6,mb,usp000jnqy,Mauritius - Reunion region,us,2012,7/7/2012,July,148.4131591,Mauritius - Reunion region,Ocean,shallow
2012-07-08T11:33:02.920Z,45.497,151.288,2.995732274,1.8,mww,usp000jnrw,Kuril Islands,us,2012,7/8/2012,July,403.4287935,Kuril Islands,Ocean,shallow
2012-07-08T14:41:23.120Z,-56.456,-24.188,2.302585093,1.6,mb,usp000jns3,South Sandwich Islands region,us,2012,7/8/2012,July,181.2722419,South Sandwich Islands region,Ocean,shallow
2012-07-09T10:39:00.850Z,17.141,146.017,4.836281907,1.6,mb,usp000jnsx,"Alamagan region, Northern Mariana Islands",us,2012,7/9/2012,July,148.4131591,Northern Mariana Islands,Oceania,intermediate
2012-07-09T12:25:47.340Z,-0.171,122.791,4.547541073,1.7,mb,usp000jnsz,"Sulawesi, Indonesia",us,2012,7/9/2012,July,200.33681,Indonesia,Asia,intermediate
2012-07-09T13:55:00.580Z,35.604,28.919,4.021773869,1.7,mww,usp000jnt4,eastern Mediterranean Sea,us,2012,7/9/2012,July,270.4264074,eastern Mediterranean Sea,Ocean,shallow
2012-07-09T19:25:07.110Z,29.381,130.099,3.668676747,1.7,mww,usp000jntb,"Ryukyu Islands, Japan",us,2012,7/9/2012,July,270.4264074,Japan,Asia,shallow
2012-07-09T20:13:07.390Z,25.347,96.529,3.433987204,1.6,mb,usp000jntd,Myanmar,us,2012,7/9/2012,July,164.0219073,Myanmar,Asia,shallow
2012-07-10T02:28:12.010Z,-25.142,-176.408,2.809402695,1.6,mb,usp000jnts,south of the Fiji Islands,us,2012,7/10/2012,July,164.0219073,south of the Fiji Islands,Oceania,shallow
2012-07-10T10:26:59.570Z,-1.692,134.248,3.407841924,1.6,mb,usp000jnu7,"near the north coast of Papua, Indonesia",us,2012,7/10/2012,July,181.2722419,Indonesia,Asia,shallow
2012-07-11T00:16:10.000Z,-8.442,156.275,2.302585093,1.7,mwb,usp000jnuz,Solomon Islands,us,2012,7/11/2012,July,200.33681,Solomon Islands,Oceania,shallow
2012-07-11T01:11:37.820Z,-2.02,127.378,2.867898902,1.6,mb,usp000jnv1,"Ceram Sea, Indonesia",us,2012,7/11/2012,July,148.4131591,Indonesia,Asia,shallow
2012-07-11T02:31:16.660Z,45.401,151.424,2.302585093,1.7,mww,usp000jnv4,Kuril Islands,us,2012,7/11/2012,July,298.867401,Kuril Islands,Ocean,shallow
2012-07-11T02:49:57.540Z,45.377,151.435,2.302585093,1.6,mb,usp000jnv5,Kuril Islands,us,2012,7/11/2012,July,164.0219073,Kuril Islands,Ocean,shallow
2012-07-11T03:57:14.450Z,-16.103,-174.678,2.965273066,1.7,mwc,usp000jnv7,Tonga,us,2012,7/11/2012,July,221.4064162,Tonga,Oceania,shallow
2012-07-11T11:12:40.250Z,-26.051,-177.362,4.494238625,1.7,mww,usp000jnvq,south of the Fiji Islands,us,2012,7/11/2012,July,298.867401,south of the Fiji Islands,Oceania,intermediate
2012-07-11T15:15:47.050Z,1.582,-90.855,2.302585093,1.6,mb,usp000jnvy,"Galapagos Islands, Ecuador region",us,2012,7/11/2012,July,164.0219073,Ecuador region,Americas,shallow
2012-07-11T20:52:37.030Z,-15.276,-75.288,2.660259537,1.7,mwb,usp000jnw9,near the coast of central Peru,us,2012,7/11/2012,July,221.4064162,near the coast of central Peru,Americas,shallow
2012-07-12T01:43:01.620Z,14.75,-90.938,5.309257307,1.6,mwb,usp000jnwm,Guatemala,us,2012,7/12/2012,July,181.2722419,Guatemala,Americas,intermediate
2012-07-12T04:11:16.040Z,-10.752,165.977,4.849683763,1.6,mb,usp000jnwv,Santa Cruz Islands,us,2012,7/12/2012,July,181.2722419,Santa Cruz Islands,Ocean,intermediate
2012-07-12T12:51:58.860Z,45.452,151.665,2.48490665,1.8,mww,usp000jnxe,Kuril Islands,us,2012,7/12/2012,July,330.2995599,Kuril Islands,Ocean,shallow
2012-07-12T14:00:34.340Z,36.527,70.906,5.288267031,1.7,mww,usp000jnxg,"Hindu Kush region, Afghanistan",us,2012,7/12/2012,July,298.867401,Afghanistan,Asia,intermediate
2012-07-12T15:40:12.630Z,-2.885,129.321,2.341805806,1.7,mwc,usp000jnxq,"Seram, Indonesia",us,2012,7/12/2012,July,244.6919323,Indonesia,Asia,shallow
2012-07-13T04:50:44.580Z,-18.273,-178.551,6.468164456,1.6,mb,usp000jnyj,Fiji region,us,2012,7/13/2012,July,164.0219073,Fiji region,Oceania,deep
2012-07-13T21:26:13.210Z,-15.232,-73.172,4.48638665,1.6,mb,usp000jnze,southern Peru,us,2012,7/13/2012,July,164.0219073,southern Peru,Americas,intermediate
2012-07-13T22:37:25.980Z,45.255,151.829,3.091042453,1.6,mb,usp000jnzg,Kuril Islands,us,2012,7/13/2012,July,148.4131591,Kuril Islands,Ocean,shallow
2012-07-14T03:43:58.050Z,45.54,151.329,2.302585093,1.6,mwb,usp000jnzu,Kuril Islands,us,2012,7/14/2012,July,181.2722419,Kuril Islands,Ocean,shallow
2012-07-14T04:30:58.770Z,45.516,151.316,2.302585093,1.7,mwb,usp000jnzy,Kuril Islands,us,2012,7/14/2012,July,221.4064162,Kuril Islands,Ocean,shallow
2012-07-14T14:22:22.560Z,-49.044,124.64,2.302585093,1.7,mwc,usp000jp0f,western Indian-Antarctic Ridge,us,2012,7/14/2012,July,221.4064162,western Indian-Antarctic Ridge,Asia,shallow
2012-07-14T17:36:22.580Z,45.378,151.878,1.808288771,1.6,mb,usp000jp0n,Kuril Islands,us,2012,7/14/2012,July,148.4131591,Kuril Islands,Ocean,shallow
2012-07-14T19:55:17.950Z,25.424,94.48,3.953164949,1.6,mwb,usp000jp0s,Myanmar-India border region,us,2012,7/14/2012,July,181.2722419,Myanmar-India border region,Ocean,shallow
2012-07-14T20:39:30.480Z,-17.787,-173.13,3.777348102,1.6,mb,usp000jp0u,Tonga,us,2012,7/14/2012,July,181.2722419,Tonga,Oceania,shallow
2012-07-15T14:34:46.400Z,43.244,146.41,4.154184563,1.6,mb,usp000jp1q,Kuril Islands,us,2012,7/15/2012,July,181.2722419,Kuril Islands,Ocean,shallow
2012-07-15T20:05:06.030Z,-13.58,-73.796,4.366912997,1.6,mb,usp000jp21,central Peru,us,2012,7/15/2012,July,148.4131591,central Peru,Americas,intermediate
2012-07-16T03:08:31.720Z,55.777,161.234,4.453183829,1.7,mwb,usp000jp26,"near the east coast of the Kamchatka Peninsula, Russia",us,2012,7/16/2012,July,244.6919323,Russia,Europe,intermediate
2012-07-16T16:33:10.080Z,-1.296,137.053,2.57261223,1.7,mww,usp000jp2p,"near the north coast of Papua, Indonesia",us,2012,7/16/2012,July,270.4264074,Indonesia,Asia,shallow
2012-07-17T12:38:45.500Z,-31.431,-178.991,2.302585093,1.6,mb,usp000jp3w,Kermadec Islands region,us,2012,7/17/2012,July,181.2722419,Kermadec Islands region,Ocean,shallow
2012-07-17T19:26:30.990Z,-31.283,-179.093,2.525728644,1.6,mb,usp000jp4g,Kermadec Islands region,us,2012,7/17/2012,July,148.4131591,Kermadec Islands region,Ocean,shallow
2012-07-17T20:06:53.570Z,-23.496,-115.177,2.433613355,1.6,mb,usp000jp4n,southern East Pacific Rise,us,2012,7/17/2012,July,164.0219073,southern East Pacific Rise,Ocean,shallow
2012-07-18T04:25:25.600Z,-55.661,-128.893,2.302585093,1.8,mww,usp000jp54,Pacific-Antarctic Ridge,us,2012,7/18/2012,July,365.0374679,Pacific-Antarctic Ridge,Ocean,shallow
2012-07-18T04:33:59.330Z,-4.381,102.794,4.157319361,1.7,mb,usp000jp55,"southern Sumatra, Indonesia",us,2012,7/18/2012,July,200.33681,Indonesia,Asia,shallow
2012-07-18T06:36:48.230Z,11.281,126.073,2.302585093,1.7,mwb,usp000jp5b,Philippine Islands region,us,2012,7/18/2012,July,200.33681,Philippine Islands region,Ocean,shallow
2012-07-18T08:09:46.200Z,-20.872,-178.508,6.285811857,1.8,mww,usp000jp5c,Fiji region,us,2012,7/18/2012,July,365.0374679,Fiji region,Oceania,deep
2012-07-18T18:24:08.680Z,-20.693,-70.365,2.388762789,1.6,mwr,usp000jp5x,"near the coast of Tarapaca, Chile",us,2012,7/18/2012,July,164.0219073,Chile,Americas,shallow
2012-07-19T05:14:27.920Z,-56.038,-27.809,4.652053772,1.7,mb,usp000jp6c,South Sandwich Islands region,us,2012,7/19/2012,July,221.4064162,South Sandwich Islands region,Ocean,intermediate
2012-07-19T07:36:35.470Z,37.248,71.375,4.589040804,1.7,mww,usp000jp6g,"Hindu Kush region, Afghanistan",us,2012,7/19/2012,July,270.4264074,Afghanistan,Asia,intermediate
2012-07-20T03:40:12.150Z,49.506,155.599,2.694627181,1.7,mb,usp000jp75,Kuril Islands,us,2012,7/20/2012,July,200.33681,Kuril Islands,Ocean,shallow
2012-07-20T06:10:25.170Z,49.407,155.907,2.944438979,1.8,mww,usp000jp79,Kuril Islands,us,2012,7/20/2012,July,403.4287935,Kuril Islands,Ocean,shallow
2012-07-20T06:32:56.090Z,49.354,156.132,2.302585093,1.8,mww,usp000jp7b,Kuril Islands,us,2012,7/20/2012,July,330.2995599,Kuril Islands,Ocean,shallow
2012-07-20T14:03:13.760Z,-21.222,-179.287,6.438231535,1.7,mwb,usp000jp7r,Fiji region,us,2012,7/20/2012,July,270.4264074,Fiji region,Oceania,deep
2012-07-20T18:14:53.260Z,-8.006,123.682,3.735285827,1.7,mb,usp000jp7w,"Flores region, Indonesia",us,2012,7/20/2012,July,221.4064162,Indonesia,Asia,shallow
2012-07-20T18:54:11.880Z,56.595,-153.542,3.054001182,1.6,mb,usp000jp7y,"Kodiak Island region, Alaska",us,2012,7/20/2012,July,164.0219073,Alaska,Ocean,shallow
2012-07-20T20:24:20.470Z,3.395,125.808,4.616110126,1.6,mb,usp000jp87,"Kepulauan Sangihe, Indonesia",us,2012,7/20/2012,July,148.4131591,Indonesia,Asia,intermediate
2012-07-21T01:52:01.690Z,40.385,-125.528,3.218875825,1.6,mwr,usp000jp8d,offshore Northern California,nc,2012,7/21/2012,July,164.0219073,offshore Northern California,Ocean,shallow
2012-07-21T04:54:05.500Z,-37.713,-179.968,2.468099531,1.7,mwb,usp000jp8m,east of the North Island of New Zealand,wel,2012,7/21/2012,July,270.4264074,east of the North Island of New Zealand,Oceania,shallow
2012-07-21T06:04:21.520Z,40.43,-125.234,NA,1.6,mh,ci15181273,"84km W of Ferndale, CA",ci,2012,7/21/2012,July,181.2722419,CA,Ocean,NA
2012-07-21T06:11:57.910Z,-19.19,173.789,2.302585093,1.8,mww,usp000jp8s,Vanuatu region,us,2012,7/21/2012,July,365.0374679,Vanuatu region,Oceania,shallow
2012-07-21T12:46:30.930Z,-5.387,129.266,5.48438191,1.7,mb,usp000jp94,Banda Sea,us,2012,7/21/2012,July,200.33681,Banda Sea,Ocean,intermediate
2012-07-21T20:47:46.640Z,-15.197,-173.39,2.302585093,1.6,mb,usp000jp9p,Tonga,us,2012,7/21/2012,July,148.4131591,Tonga,Oceania,shallow
2012-07-22T02:11:12.210Z,24.998,96.427,3.117949906,1.6,mb,usp000jpa0,Myanmar,us,2012,7/22/2012,July,164.0219073,Myanmar,Asia,shallow
2012-07-22T04:41:57.290Z,42.552,142.848,4.036008985,1.6,mb,usp000jpa4,"Hokkaido, Japan region",us,2012,7/22/2012,July,164.0219073,Japan region,Asia,shallow
2012-07-22T05:39:13.390Z,-4.169,153.375,3.552486829,1.7,mb,usp000jpa5,"New Ireland region, Papua New Guinea",us,2012,7/22/2012,July,221.4064162,Papua New Guinea,Oceania,shallow
2012-07-22T07:02:13.620Z,-4.872,149.532,3.010620886,1.7,mww,usp000jpa9,Bismarck Sea,us,2012,7/22/2012,July,270.4264074,Bismarck Sea,Ocean,shallow
2012-07-22T09:26:02.990Z,37.546,36.384,2.028148247,1.6,mb,usp000jpab,central Turkey,isk,2012,7/22/2012,July,148.4131591,central Turkey,Asia,shallow
2012-07-22T16:56:02.640Z,-21.804,-175.029,2.302585093,1.7,mb,usp000jpaw,Tonga,us,2012,7/22/2012,July,200.33681,Tonga,Oceania,shallow
2012-07-22T18:02:12.080Z,11.639,-87.028,4.016383021,1.6,mb,usp000jpaz,near the coast of Nicaragua,us,2012,7/22/2012,July,148.4131591,near the coast of Nicaragua,Americas,shallow
2012-07-23T00:22:04.720Z,-2.537,135.414,2.302585093,1.6,mb,usp000jpb9,"near the north coast of Papua, Indonesia",us,2012,7/23/2012,July,181.2722419,Indonesia,Asia,shallow
2012-07-23T06:54:31.150Z,52.016,172.869,3.218875825,1.6,mb,usp000jpbk,"Near Islands, Aleutian Islands, Alaska",aeic,2012,7/23/2012,July,148.4131591,Alaska,Ocean,shallow
2012-07-23T19:47:14.110Z,-30.83,-177.465,3.555348061,1.6,mb,usp000jpcb,"Kermadec Islands, New Zealand",us,2012,7/23/2012,July,148.4131591,New Zealand,Oceania,shallow
2012-07-24T05:25:28.700Z,16.266,-98.307,1.686398954,1.6,mb,usp000jpcu,"Oaxaca, Mexico",unm,2012,7/24/2012,July,181.2722419,Mexico,Americas,shallow
2012-07-24T06:50:06.020Z,31.705,50.961,2.302585093,1.6,mb,usp000jpcx,western Iran,us,2012,7/24/2012,July,181.2722419,western Iran,Asia,shallow
2012-07-24T10:28:06.130Z,45.464,151.631,3.561046083,1.6,mb,usp000jpd6,Kuril Islands,us,2012,7/24/2012,July,148.4131591,Kuril Islands,Ocean,shallow
2012-07-24T19:06:26.090Z,-37.776,179.91,1.526056303,1.6,mb,usp000jpdn,off the east coast of the North Island of New Zealand,us,2012,7/24/2012,July,148.4131591,off the east coast of the North Island of New Zealand,Oceania,shallow
2012-07-24T19:41:42.510Z,-12.042,166.416,5.033048889,1.6,mb,usp000jpdp,Santa Cruz Islands,us,2012,7/24/2012,July,164.0219073,Santa Cruz Islands,Ocean,intermediate
2012-07-25T00:27:45.260Z,2.707,96.045,3.091042453,1.9,mww,usp000jpe1,"Simeulue, Indonesia",us,2012,7/25/2012,July,601.8450379,Indonesia,Asia,shallow
2012-07-25T11:20:27.030Z,-9.694,159.727,2.995732274,1.9,mww,usp000jpeh,Solomon Islands,us,2012,7/25/2012,July,601.8450379,Solomon Islands,Oceania,shallow
2012-07-25T17:20:11.140Z,30.981,130.348,4.921439715,1.6,mb,usp000jpes,"Kyushu, Japan",us,2012,7/25/2012,July,148.4131591,Japan,Asia,intermediate
2012-07-25T19:01:36.420Z,-19.297,167.728,3.555348061,1.6,mb,usp000jpeu,Vanuatu region,us,2012,7/25/2012,July,148.4131591,Vanuatu region,Oceania,shallow
2012-07-25T21:43:28.950Z,-9.725,159.699,3.258096538,1.6,mb,usp000jpf0,Solomon Islands,us,2012,7/25/2012,July,148.4131591,Solomon Islands,Oceania,shallow
2012-07-26T01:06:31.770Z,38.313,74.008,4.872904621,1.6,mwb,usp000jpf7,Tajikistan,us,2012,7/26/2012,July,181.2722419,Tajikistan,Asia,intermediate
2012-07-26T05:33:33.020Z,-17.592,66.391,2.995732274,1.9,mww,usp000jpfh,Mauritius - Reunion region,us,2012,7/26/2012,July,812.4058252,Mauritius - Reunion region,Ocean,shallow
2012-07-26T06:12:12.360Z,-26.442,-178.61,5.859075359,1.6,mb,usp000jpfj,south of the Fiji Islands,us,2012,7/26/2012,July,181.2722419,south of the Fiji Islands,Oceania,deep
2012-07-26T10:20:05.490Z,-21.015,-174.491,2.302585093,1.7,mwb,usp000jpfr,Tonga,us,2012,7/26/2012,July,244.6919323,Tonga,Oceania,shallow
2012-07-26T10:48:22.100Z,-21.103,169.509,3.490428515,1.7,mwc,usp000jpfw,southeast of the Loyalty Islands,us,2012,7/26/2012,July,270.4264074,southeast of the Loyalty Islands,Ocean,shallow
2012-07-27T03:37:56.720Z,21.671,142.985,5.712411801,1.7,mb,usp000jpgk,Mariana Islands region,us,2012,7/27/2012,July,221.4064162,Mariana Islands region,Oceania,deep
2012-07-28T11:23:43.820Z,81.294,-3.97,2.302585093,1.6,mb,usp000jpj2,north of Svalbard,us,2012,7/28/2012,July,148.4131591,north of Svalbard,Europe,shallow
2012-07-28T16:01:11.470Z,4.548,-32.667,2.302585093,1.7,mwc,usp000jpj8,central Mid-Atlantic Ridge,us,2012,7/28/2012,July,221.4064162,central Mid-Atlantic Ridge,Ocean,shallow
2012-07-28T20:03:56.800Z,-4.651,153.173,3.713572067,1.9,mww,usp000jpjk,"New Ireland region, Papua New Guinea",us,2012,7/28/2012,July,665.141633,Papua New Guinea,Oceania,shallow
